priority,item_kind,document_id,source_pdf,pdf_path,page_start_1based,page_end_1based,citation,source_id,table_id,section,quality_flags,qa_flags,qa_status,review_reasons,suggested_action,review_task,text_preview,columns_json,rows_preview_json,reviewer,student_decision,review_notes
P1,table_record_qa,A68,A68.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A68.pdf,7,7,A68.pdf:p7,A68_p6_t95,A68_p6_t95,3.5. Biodiesel construction,table_ragged_rows,table_ragged_rows,fail,post_mineru_qa_gate,manual_table_check,核对表格 caption、列名、行列错位和单位；如果可恢复事实，记录在 notes，交给工程侧人工补录。,"Columns: | Concentration $( \% , \mathbf { v } / \mathbf { v } )$ | Relative activity (%) Row 1: Free E | Immobilized E Row 2: Control | − | 100 | 100 Row 3: Methanol | 50 | $9 3 \pm 0 . 6$ | $1 0 6 \pm 0 . 3$ Row 4: Ethanol | 50 | $9 1 \pm 0 . 5$ | $1 0 8 \pm 0 . 3$ Row 5: Isopropanol | 50 | $9 5 \pm 0 . 5$ | $9 9 \pm 0 . 4$ Row 6: DMSO | 50 | $8 5 \pm 0 . 2$ | $1 0 3 \pm 0 . 6$ Row 7: Butanol | 50 | $8 4 \pm 0 . 1$ | $1 0 1 \pm 0 . 5$ Row 8: n-hexane | 50 | $9 6 \pm 0 . 3$ | $1 0 7 \pm 0 . 5$ Row 9: DMF | 50 | $9 3 \pm 0 . 2$ | $9 5 \pm 0 . 1$ Row 10: Chloroform | 50 | $9 7 \pm 0 . 3 $ | $1 0 5 \pm 0 . 2$ Row 11: Tween 80 | 1 | $1 0 6 \pm 0 . 7$ | $1 0 9 \pm 0 . 2$ Row 12: Triton X-100 | 1 | $1 0 9 \pm 0 . 5$ | $1 1 2 \pm 0 . 6$ Row 13: SDS | 1 | $8 7 \pm 0 . 1 $ | $9 2 \pm 0 . 1$ Row 14: Tween 20 | 1 | $1 0 1 \pm 0 . 2$ | $1 0 3 \pm 0 . 1$ Row 15: $\mathrm { H } _ { 2 } \mathrm { O...","["""",""Concentration $( \\% , \\mathbf { v } / \\mathbf { v } )$"",""Relative activity (%)""]","[[""Free E"",""Immobilized E""],[""Control"",""−"",""100"",""100""],[""Methanol"",""50"",""$9 3 \\pm 0 . 6$"",""$1 0 6 \\pm 0 . 3$""],[""Ethanol"",""50"",""$9 1 \\pm 0 . 5$"",""$1 0 8 \\pm 0 . 3$""],[""Isopropanol"",""50"",""$9 5 \\pm 0 . 5$"",""$9 9 \\pm 0 . 4$""]]",,,
P1,rag_chunk_qa,A68,A68.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A68.pdf,7,7,A68.pdf:p7,A68_table_chunk_0000,A68_p6_t91,3.4.5. Effect of different organic solvents and detergents,table_ragged_rows,,,,manual_table_check,核对 chunk 是否为 OCR 重复、异常百分比或引用错误；仅作为定位来源，不直接入库。,"Lipase activity of free and immobilized lipases against some metal ionsa, b. Columns: | Concentration (mM) | Relative activity (%) Row 1: Immobilized E | Free E Row 2: Control | − | 100 | 100 Row 3: $Z \mathrm { n } ^ { 2 + }$ | 0.5 | $9 7 \pm 0 . 1$ | $9 8 \pm 0 . 4$ Row 4: ${ \mathrm { C u } } ^ { 2 + }$ | 0.5 | $1 2 6 \pm 0 . 3$ | $1 0 4 \pm 0 . 3$ Row 5: $\mathsf { C a ^ { 2 + } }$ | 0.5 | $1 0 2 \pm 0 . 3$ | $8 9 \pm 0 . 4$ Row 6: $\mathrm { F e ^ { 2 + } }$ | 0.5 | $9 6 \pm 0 . 2$ | $9 5 \pm 0 . 2 $ Row 7: ${ \mathsf { C o } } ^ { 2 + }$ | 0.5 | $1 2 4 \pm 0 . 4$ | $8 7 \pm 0 . 2 $ Row 8: $\mathrm { H g } ^ { 2 + }$ | 0.5 | $1 1 6 \pm 0 . 1$ | $1 0 5 \pm 0 . 3$ Row 9: $\scriptstyle \mathbf { M } \mathbf { \tilde { n } } ^ { 2 + }$ | 0.5 | $1 1 2 \pm 0 . 1$ | $9 5 \pm 0 . 1$ Row 10: $\mathrm { M g } ^ { 2 + }$ | 0.5 | $1 0 9 \pm 0 . 4$ | $9 7 \pm 0 . 1 $ Row 11: $\mathrm { K } ^ ...",[],[],,,
P1,rag_chunk_qa,A68,A68.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A68.pdf,7,7,A68.pdf:p7,A68_table_chunk_0001,A68_p6_t95,3.5. Biodiesel construction,table_ragged_rows,,,,manual_table_check,核对 chunk 是否为 OCR 重复、异常百分比或引用错误；仅作为定位来源，不直接入库。,"Lipase activity of free and immobilized lipases against some organic solvents and detergents. Columns: | Concentration $( \% , \mathbf { v } / \mathbf { v } )$ | Relative activity (%) Row 1: Free E | Immobilized E Row 2: Control | − | 100 | 100 Row 3: Methanol | 50 | $9 3 \pm 0 . 6$ | $1 0 6 \pm 0 . 3$ Row 4: Ethanol | 50 | $9 1 \pm 0 . 5$ | $1 0 8 \pm 0 . 3$ Row 5: Isopropanol | 50 | $9 5 \pm 0 . 5$ | $9 9 \pm 0 . 4$ Row 6: DMSO | 50 | $8 5 \pm 0 . 2$ | $1 0 3 \pm 0 . 6$ Row 7: Butanol | 50 | $8 4 \pm 0 . 1$ | $1 0 1 \pm 0 . 5$ Row 8: n-hexane | 50 | $9 6 \pm 0 . 3$ | $1 0 7 \pm 0 . 5$ Row 9: DMF | 50 | $9 3 \pm 0 . 2$ | $9 5 \pm 0 . 1$ Row 10: Chloroform | 50 | $9 7 \pm 0 . 3 $ | $1 0 5 \pm 0 . 2$ Row 11: Tween 80 | 1 | $1 0 6 \pm 0 . 7$ | $1 0 9 \pm 0 . 2$ Row 12: Triton X-100 | 1 | $1 0 9 \pm 0 . 5$ | $1 1 2 \pm 0 . 6$ Row 13: SDS | 1 | $8 7 \pm 0 . 1 $ | $9 2 \pm 0 . 1$ Row 14: T...",[],[],,,
P1,rag_chunk_qa,A73,A73.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A73.pdf,1,1,A73.pdf:p1,A73_chunk_0002,,ABSTRACT,suspicious_percent_gt_300,,pass,,manual_source_check,核对 chunk 是否为 OCR 重复、异常百分比或引用错误；仅作为定位来源，不直接入库。,"Efficient, green and stable catalysis has always been the core concept of enzyme catalysis in industrial processes for manufacturing. Therefore, we construct a new strategy with photothermal interfacial molecular transfer for green and efficient biodiesel catalysis. We encapsulate Candida albicans lipase B (CalB) in a γ-cyclodextrin metalorganic framework (γ-CD-MOF) loading with Ti3C2Tx by in situ growth and electrostatic assembly. The γ-CD-MOF not only protects the fragile enzyme, but also enhances the catalytic performance through the synergistic effects of porous adsorption (MOF pore structure) and interfacial enrichment (cyclodextrins host-guest assembly structure) for accelerating substrate transfer (642.6 %). The CalB@γ-CD-MOF/MXene-i activity can be regulated up to 274.6 % by exposure to near-infrared (NIR). Importantly, CalB@γ-CD-MOF/MXene-i achieves 93.3 % biodiesel conversio...",[],[],,,
P1,rag_chunk_qa,A73,A73.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A73.pdf,6,6,A73.pdf:p6,A73_chunk_0029,,3.4. Enzyme activity of CalB@γ-CD-MOF and CalB@γ-CD-MOF/MXenee and modulation of enzyme activity by NIR light,suspicious_percent_gt_300,,pass,,manual_source_check,核对 chunk 是否为 OCR 重复、异常百分比或引用错误；仅作为定位来源，不直接入库。,"Subsequently, we examined the enzyme activity of CalB@γ-CD-MOF and CalB@γ-CD-MOF/MXene-e at temperatures of $3 7 ^ { \circ } \mathrm { C }$ and $6 0 ~ ^ { \circ } \mathrm { C }$ for 50 min, while also investigating the effect of metal ions and organic reagents on enzyme activity. The catalytic activity of CalB@γ-CD-MOF was significantly higher than CalB at $3 7 ^ { \circ } \mathrm { C }$ and $6 0 ~ ^ { \circ } \mathrm { C } .$ Remarkably, the initial activity of $\mathsf { C a l B } @ \gamma \mathrm { - C D - M O F }$ was up to 642.6 % at $3 7 ~ ^ { \circ } \mathrm { C }$ and the initial activity of CalB@γ-CD-MOF could reach 805 % at $6 0 ~ ^ { \circ } \mathrm { C }$ (Fig. 4A and B). We explored the reason for the high activity of CalB@γ-CD-MOF, as shown in Fig. 4C. We calculated the lowest adsorption energy site of p-NPP in γ-CD-MOF and found that the substrate was most tightly bound...",[],[],,,
P1,rag_chunk_qa,A73,A73.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A73.pdf,7,7,A73.pdf:p7,A73_chunk_0030,,3.4. Enzyme activity of CalB@γ-CD-MOF and CalB@γ-CD-MOF/MXenee and modulation of enzyme activity by NIR light,suspicious_percent_gt_300,,pass,,manual_source_check,核对 chunk 是否为 OCR 重复、异常百分比或引用错误；仅作为定位来源，不直接入库。,"The CalB@γ-CD-MOF/MXene-e was obtained by loading MXene with CalB at a mass ratio of 1:1. The lipase loading was determined to be $1 0 . 0 3 \% ,$ slightly lower than the amount achieved through in situ growth at the same material ratio. Then we examined its activity and stability, which showed excellent catalytic activity at both $3 7 ~ ^ { \circ } \mathrm { C }$ and $6 0 ~ ^ { \circ } \mathrm { C }$ (Fig. 5A and B), as well as both metal and organic reagent stability (Fig. 5C, D). The CalB@γ-CD-MOF/MXene-e also showed excellent catalysis activity in DMSO, which is mainly DMSO's strong interaction with CD and its co-solubilizing effect on the substrate. We then investigated its NIR modulation and prepared four material ratios of CalB@γ- CD-MOF/MXene-e material, with MXene to CalB mass ratios of 1:1, 2:1, 5:1, and 10:1 respectively. The increase in the catalytic performance of the mat...",[],[],,,
P1,table_record_qa,A77,A77.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A77.pdf,3,3,A77.pdf:p3,A77_p2_t51,A77_p2_t51,3.3.2. FTIR and XRD,bad_table_structure;table_header_suspect;table_ragged_rows,bad_table_structure;table_header_suspect;table_ragged_rows,fail,post_mineru_qa_gate,manual_table_check,核对表格 caption、列名、行列错位和单位；如果可恢复事实，记录在 notes，交给工程侧人工补录。,Columns: Element Mass [%] Atom [%] Row 1: C 54.85 | 68.69 Row 2: N 17.48 | 18.77 Row 3: O 8.68 | 8.17 Row 4: Zn 18.99 | 4.37 Row 5: Total 100 | 100,"[""Element Mass [%] Atom [%]""]","[[""C 54.85"",""68.69""],[""N 17.48"",""18.77""],[""O 8.68"",""8.17""],[""Zn 18.99"",""4.37""],[""Total 100"",""100""]]",,,
P1,rag_chunk_qa,A77,A77.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A77.pdf,3,3,A77.pdf:p3,A77_table_chunk_0000,A77_p2_t51,3.3.2. FTIR and XRD,bad_table_structure;table_header_suspect;table_ragged_rows,,,,manual_table_check,核对 chunk 是否为 OCR 重复、异常百分比或引用错误；仅作为定位来源，不直接入库。,Columns: Element Mass [%] Atom [%] Row 1: C 54.85 | 68.69 Row 2: N 17.48 | 18.77 Row 3: O 8.68 | 8.17 Row 4: Zn 18.99 | 4.37 Row 5: Total 100 | 100,[],[],,,
P1,rag_chunk_qa,A78,A78.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A78.pdf,5,5,A78.pdf:p5,A78_chunk_0020,,3.2. The optimization of immobilization conditions,suspicious_percent_gt_300,,pass,,manual_source_check,核对 chunk 是否为 OCR 重复、异常百分比或引用错误；仅作为定位来源，不直接入库。,"Fig. 6b depicts the effect of the dosage of PEI in the range from 0 to 20 mg. When the PEI dosage is 10 mg, all the data including the enzyme content, specific activity and activity recovery appear the maximum value. The effect of PEI dosage on enzyme content is consistent with the above investigation and the loading increases significantly after adding PEI as a capping agent, because the appropriate PEI dosage can enhance the crystallization and more enzyme protein can be captured. However, continued addition of excess PEI resulted in a decrease in the particle size of ZIF-8, as well as a decrease in the enzyme content. Based on the above analysis, the optimal PEI dosage is 10 mg. As shown in Fig. 6c and $\mathbf { d } ,$ when the immobilization temperature and time are ranged in $2 5 ^ { \circ } \mathsf { C } \cdot$ $6 5 ^ { \circ } \mathrm { C }$ and 4 h - 12 h, respectively, there...",[],[],,,
P1,rag_chunk_qa,A78,A78.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A78.pdf,7,7,A78.pdf:p7,A78_chunk_0025,,4. Conclusions,suspicious_percent_gt_300,,pass,,manual_source_check,核对 chunk 是否为 OCR 重复、异常百分比或引用错误；仅作为定位来源，不直接入库。,"4. Conclusions The PEI and enzyme induced in-situ growth of ZIF-8 around the enzyme molecule of lipase AK allowed the successful encapsulation of lipase AK into the MOF support to synthesize AK@ZIF-8-PEI. The SEM images showed that AK@ZIF-8-PEI had an ordered honeycomb network structure. Different characterizations confirm the successful immobilization of lipase AK into ZIF-8-PEI. The large amount of mesoporous in AK@ZIF-8-PEI formed during preparation, which can facilitate the accessibility of reactants to enzyme, and thus benefitting catalytic conversions. By optimizing the immobilization process, AK@ZIF-8-PEI achieved an enzyme loading content of 5.83 mg/g, a specific activity of 49 U/g and an activity recovery of 885.14 %. AK@ZIF-8-PEI was employed in catalyzing enantioselective transesterification between α-naphthol and vinyl acetate for kinetic resolution of α-naphthol enantiome...",[],[],,,
P1,rag_chunk_qa,B10,B10.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/B10.pdf,1,1,B10.pdf:p1,B10_chunk_0001,,Hierarchical ZIF-8 toward Immobilizing Burkholderia cepacia Lipase for Application in Biodiesel Preparation,suspicious_percent_gt_300,,,,manual_source_check,核对 chunk 是否为 OCR 重复、异常百分比或引用错误；仅作为定位来源，不直接入库。,"Abstract: A hierarchical mesoporous zeolitic imidazolate framework (ZIF-8) was processed based on cetyltrimethylammonium bromide (CTAB) as a morphological regulating agent and amino acid (L-histidine) as assisting template agent. Burkholderia cepacia lipase (BCL) was successfully immobilized by ZIF-8 as the carrier via an adsorption method (BCL-ZIF-8). The immobilized lipase (BCL) showed utmost activity recovery up to 1279%, a 12-fold boost in its free counterpart. BCL-ZIF-8 was used as a biocatalyst in the transesterification reaction for the production of biodiesel with 93.4% yield. There was no significant lowering of conversion yield relative to original activity for BCL-ZIF-8 when continuously reused for eight cycles. This work provides a new outlook for biotechnological importance by immobilizing lipase on the hybrid catalyst (ZIF-8) and opens the door for its uses in the indust...",[],[],,,
P1,rag_chunk_qa,B10,B10.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/B10.pdf,5,5,B10.pdf:p5,B10_chunk_0011,,2.2. Effects of the Conditions of Preparation of BCL-ZIF-8 on the Enzyme Activity.2. Effects of the Conditions of Preparation of BCL-ZIF-8 on the Enzyme Activity,possible_ocr_duplicate_text;suspicious_percent_gt_300,,,,manual_source_check,核对 chunk 是否为 OCR 重复、异常百分比或引用错误；仅作为定位来源，不直接入库。,"The BCL loading ranged from 300 to 900 mg, increasing by 100 mg each time. The highest activityhe BCL loading ranged from 300 to 900 mg, increasing by 100 mg each time. The highest activity recovery was 988%, achieved at BCL loading of 700 mg, while immobilization efficiency showed aecovery was 988%, achieved at BCL loading of 700 mg, while immobilization efficiency showed a constant drop whenever loading was raised (Figure 6a). Consequently, 700 mg of BCL loading wasonstant drop whenever loading was raised (Figure 6a). Consequently, 700 mg of BCL loading was chosen as the proper amount of immobilization. A high concentration of BCL loading can lead to anhosen as the proper amount of immobilization. A high concentration of BCL loading can lead to an adsorption multilayer on the hydrophobic structure, which decreases the porous diameter and limitsdsorption multilayer on the hydrophobic...",[],[],,,
P1,rag_chunk_qa,B10,B10.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/B10.pdf,5,5,B10.pdf:p5,B10_chunk_0012,,2.2. Effects of the Conditions of Preparation of BCL-ZIF-8 on the Enzyme Activity.2. Effects of the Conditions of Preparation of BCL-ZIF-8 on the Enzyme Activity,possible_ocr_duplicate_text;suspicious_percent_gt_300,,,,manual_source_check,核对 chunk 是否为 OCR 重复、异常百分比或引用错误；仅作为定位来源，不直接入库。,"s presented in Figure 6b, the immobilization efficiency and enzyme activity increased As presented in Figure 6b, the immobilization efficiency and enzyme activity increased gradually radually in the first 30 min of adsorption time. The activity recovery reached a maximum value of in the first 30 min of adsorption time. The activity recovery reached a maximum value of 1103% 103% thereafter, declining when the adsorption time exceeded 30 min, whereas immobilization thereafter, declining when the adsorption time exceeded 30 min, whereas immobilization efficiency fficiency was relatively settled with a slight increase to 60 min. Thus, 30 min was selected as the was relatively settled with a slight increase to 60 min. Thus, 30 min was selected as the ideal adsorption eal adsorption time for BCL immobilization. The watery phase had negative effects on the enzyme time for BCL immobilization....",[],[],,,
P1,rag_chunk_qa,B10,B10.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/B10.pdf,6,6,B10.pdf:p6,B10_chunk_0013,,2.2. Effects of the Conditions of Preparation of BCL-ZIF-8 on the Enzyme Activity.2. Effects of the Conditions of Preparation of BCL-ZIF-8 on the Enzyme Activity,suspicious_percent_gt_300,,,,manual_source_check,核对 chunk 是否为 OCR 重复、异常百分比或引用错误；仅作为定位来源，不直接入库。,"With immobilization temperature between 20 and $4 5 \ ^ { \circ } C ,$ immobilization efficiency improved continuously. Simultaneously, activity recovery rose in spite of the high temperature, giving a maximal activity recovery of 1196% at $2 5 ~ ^ { \circ } \mathrm { C } .$ After that, activity recovery started to dwindle because of the thermal deactivation of the lipase (Figure 6c). Hence, $2 5 ~ ^ { \circ } \mathrm { C }$ was elected as the best immobilization temperature. The low temperature preserves enzyme properties, including conformation and stability, and inhibits protein denaturation in aqueous buffer, that match well with Liu et al. [26] who reported the increase enzymatic reaction rate with the increase of temperature to a certain level in general, and after that high temperature causes protein denaturation and thus decreases the reaction rate.",[],[],,,
P1,rag_chunk_qa,B10,B10.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/B10.pdf,6,6,B10.pdf:p6,B10_chunk_0014,,2.2. Effects of the Conditions of Preparation of BCL-ZIF-8 on the Enzyme Activity.2. Effects of the Conditions of Preparation of BCL-ZIF-8 on the Enzyme Activity,suspicious_percent_gt_300,,,,manual_source_check,核对 chunk 是否为 OCR 重复、异常百分比或引用错误；仅作为定位来源，不直接入库。,"pH value is an essential factor that affects enzyme immobilization, as displayed in Figure 6d. An alkaline medium is helpful for immobilization of BCL on ZIF-8. Accordingly, the activity recovery improved gradually to reach the highest value of 1279% when the pH was 7.5. Simultaneously, immobilization efficiency ranged at close levels with a diverse pH value. The probable reason was the difference of pH of the reaction mixture will affect the reactivity of the functional group (i.e., COOH, carboxylic groups) of the enzyme, thereby reducing adsorbing of lipase in ZIF-8 pores [27].",[],[],,,
P1,table_record_qa,B10,B10.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/B10.pdf,8,8,B10.pdf:p8,B10_p7_t79,B10_p7_t79,2.4. Reusability of Immobilized BCL-ZIF-8,suspicious_reference_cell;suspicious_table_yield_gt_100,,,,manual_table_check,核对表格 caption、列名、行列错位和单位；如果可恢复事实，记录在 notes，交给工程侧人工补录。,Columns: Enzyme | Substrate | Operating Conditions | System | Acyl Acceptor | Yield (%) | Reusability and Last Yield (%) | References Row 1: Enzyme: Pseudomonas lipase; Substrate: Sunflower oil; Operating Conditions: 45 ; 5 h; System: Petroleum ether; Acyl Acceptor: Methanol; Yield (%): 79.0; Reusability and Last Yield (%): Non; References: [49] Row 2: Enzyme: P. fluorescens lipase; Substrate: Soybean oil; Operating Conditions: 35 C; 90 h; System: Solvent-free; Acyl Acceptor: Methanol; Yield (%): 80.0; Reusability and Last Yield (%): Non; References: [50] Row 3: Enzyme: Rhizomucor miehei lipase; Substrate: Sunflower oil; Operating Conditions: 40 C; 48 h; System: Not specified; Acyl Acceptor: Methanol; Yield (%): 91.2; Reusability and Last Yield (%): 4 cycle; 67; References: 51] Row 4: Enzyme: P. expansum lipase; Substrate: Corn oil; Operating Conditions: 40 C; 24 h; System: Ionic liqu...,"[""Enzyme"",""Substrate"",""Operating Conditions"",""System"",""Acyl Acceptor"",""Yield (%)"",""Reusability and Last Yield (%)"",""References""]","[[""Pseudomonas lipase"",""Sunflower oil"",""45 ; 5 h"",""Petroleum ether"",""Methanol"",""79.0"",""Non"",""[49]""],[""P. fluorescens lipase"",""Soybean oil"",""35 C; 90 h"",""Solvent-free"",""Methanol"",""80.0"",""Non"",""[50]""],[""Rhizomucor miehei lipase"",""Sunflower oil"",""40 C; 48 h"",""Not specified"",""Methanol"",""91.2"",""4 cycle; 67"",""51]""],[""P. expansum lipase"",""Corn oil"",""40 C; 24 h"",""Ionic liquids"",""Methanol"",""86.0"",""No"",""52]""],[""Candida antarctica"",""Tallow"",""45 C; 36 h"",""Isopropanol"",""Methanol"",""900.00"",""Non"",""[53]""]]",,,
P1,rag_chunk_qa,B10,B10.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/B10.pdf,8,8,B10.pdf:p8,B10_table_chunk_0000,B10_p7_t79,2.4. Reusability of Immobilized BCL-ZIF-8,suspicious_reference_cell;suspicious_table_yield_gt_100,,,,manual_table_check,核对 chunk 是否为 OCR 重复、异常百分比或引用错误；仅作为定位来源，不直接入库。,Table 1. Comparison between the BCL-ZIF-8 with different immobilized lipases for biodiesel production. Columns: Enzyme | Substrate | Operating Conditions | System | Acyl Acceptor | Yield (%) | Reusability and Last Yield (%) | References Row 1: Enzyme: Pseudomonas lipase; Substrate: Sunflower oil; Operating Conditions: 45 ; 5 h; System: Petroleum ether; Acyl Acceptor: Methanol; Yield (%): 79.0; Reusability and Last Yield (%): Non; References: [49] Row 2: Enzyme: P. fluorescens lipase; Substrate: Soybean oil; Operating Conditions: 35 C; 90 h; System: Solvent-free; Acyl Acceptor: Methanol; Yield (%): 80.0; Reusability and Last Yield (%): Non; References: [50] Row 3: Enzyme: Rhizomucor miehei lipase; Substrate: Sunflower oil; Operating Conditions: 40 C; 48 h; System: Not specified; Acyl Acceptor: Methanol; Yield (%): 91.2; Reusability and Last Yield (%): 4 cycle; 67; References: 51] Row 4...,[],[],,,
P1,table_record_qa,B10,B10.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/B10.pdf,9,9,B10.pdf:p9,B10_p8_t82,B10_p8_t82,2.4. Reusability of Immobilized BCL-ZIF-8,suspicious_reference_cell,,,,manual_table_check,核对表格 caption、列名、行列错位和单位；如果可恢复事实，记录在 notes，交给工程侧人工补录。,Columns: Enzyme | Substrate | Operating Conditions | System | Acyl Acceptor | Yield (%) | Reusability and Last Yield (%) | References Row 1: Enzyme: B. cepacia lipase; Substrate: Waste cooking oil; Operating Conditions: 40 C; 35 h; System: N-hexane; Acyl Acceptor: Methanol; Yield (%): 91.0; Reusability and Last Yield (%): 5 cycle; 54; References: [55] Row 2: Enzyme: Lipase from; Substrate: Olive oil; Operating Conditions: 40 C; 30 h; System: Solvent-free; Acyl Acceptor: Methanol; Yield (%): 92.0; Reusability and Last Yield (%): Not specified; References: [56] Row 3: Enzyme: Burkholderia sp. C20 B. cepacia lipase; Substrate: Soybean oil; Operating Conditions: 45 C;12 h; System: tert-Butanol; Acyl Acceptor: Methanol; Yield (%): 96.8; Reusability and Last Yield (%): 15 cycle; 65; References: [24] Row 4: Enzyme: B. cepacia lipase; Substrate: Jatropha oil; Operating Conditions: 40 C;12 h; ...,"[""Enzyme"",""Substrate"",""Operating Conditions"",""System"",""Acyl Acceptor"",""Yield (%)"",""Reusability and Last Yield (%)"",""References""]","[[""B. cepacia lipase"",""Waste cooking oil"",""40 C; 35 h"",""N-hexane"",""Methanol"",""91.0"",""5 cycle; 54"",""[55]""],[""Lipase from"",""Olive oil"",""40 C; 30 h"",""Solvent-free"",""Methanol"",""92.0"",""Not specified"",""[56]""],[""Burkholderia sp. C20 B. cepacia lipase"",""Soybean oil"",""45 C;12 h"",""tert-Butanol"",""Methanol"",""96.8"",""15 cycle; 65"",""[24]""],[""B. cepacia lipase"",""Jatropha oil"",""40 C;12 h"",""Solvent-free"",""Methanol"",""90%"",""Not specified"",""]""],[""B. cepacia lipase"",""Palm oil"",""30 C; 72 h"",""Solvent-free"",""Methanol"",""100.0"",""10 cycle; 40"",""[58]""]]",,,
P1,rag_chunk_qa,B10,B10.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/B10.pdf,9,9,B10.pdf:p9,B10_table_chunk_0001,B10_p8_t82,2.4. Reusability of Immobilized BCL-ZIF-8,suspicious_reference_cell,,,,manual_table_check,核对 chunk 是否为 OCR 重复、异常百分比或引用错误；仅作为定位来源，不直接入库。,Table 1. Cont. Columns: Enzyme | Substrate | Operating Conditions | System | Acyl Acceptor | Yield (%) | Reusability and Last Yield (%) | References Row 1: Enzyme: B. cepacia lipase; Substrate: Waste cooking oil; Operating Conditions: 40 C; 35 h; System: N-hexane; Acyl Acceptor: Methanol; Yield (%): 91.0; Reusability and Last Yield (%): 5 cycle; 54; References: [55] Row 2: Enzyme: Lipase from; Substrate: Olive oil; Operating Conditions: 40 C; 30 h; System: Solvent-free; Acyl Acceptor: Methanol; Yield (%): 92.0; Reusability and Last Yield (%): Not specified; References: [56] Row 3: Enzyme: Burkholderia sp. C20 B. cepacia lipase; Substrate: Soybean oil; Operating Conditions: 45 C;12 h; System: tert-Butanol; Acyl Acceptor: Methanol; Yield (%): 96.8; Reusability and Last Yield (%): 15 cycle; 65; References: [24] Row 4: Enzyme: B. cepacia lipase; Substrate: Jatropha oil; Operating Conditio...,[],[],,,
P1,rag_chunk_qa,B19,B19.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/B19.pdf,4,4,B19.pdf:p4,B19_chunk_0016,,3.1. Effect of surfactant and its concentration on lipase,suspicious_percent_gt_300,,,,manual_source_check,核对 chunk 是否为 OCR 重复、异常百分比或引用错误；仅作为定位来源，不直接入库。,"active lipase, the helical lid needs to be displaced to expose catalytic centres to the substrates [22,25]. It has been well documented that lower concentration of surfactants facilitates hyper activation of lipase. Therefore, different surfactants such as SDBS, SDS, CTAB, and Triton X were used to activate lipase at pH 7 (Fig. S1) which is shown in Fig. 1a. It was observed that SDS modified lipase showed significantly enhanced activity (309%) as compared to free enzyme. However, other surfactants (CTAB and SDBS) didn't show any change in lipase activity, while, Trition X 100 showed a negative effect on the lipase activity. Further, SDS concentration was varied in the range of 1–8% w/v which is represented in Figure1b. As the SDS concentration increased upto 2%, it exhibited 3-folds enhanced activity as compared to free form (without surfactant treatment). These results are in lined w...",[],[],,,
P2,rag_chunk_qa,A12,A12.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A12.pdf,3,3,A12.pdf:p3,A12_chunk_0014,,Preparation of Cu‑BTC,possible_ocr_duplicate_text,,,,manual_source_check,核对 chunk 是否为 OCR 重复、异常百分比或引用错误；仅作为定位来源，不直接入库。,"According to previous reports, the synthesis of Cu-BTC was prepared by two methods with some modifcations [30, 52]. The frst method was performed by ultrasound. In a typical experiment, $\mathrm { C u } ( \mathrm { N O } _ { 3 } ) _ { 2 } . 3 \mathrm { H } _ { 2 } \mathrm { O }$ (0.1 mmol, 0.024g) was dissolved in 200 µl potassium phosphate bufer pH 8.5, then 200 µl NaOH solution (1) M was added. $\mathrm { H } _ { 3 } – \mathrm { B T C }$ (0.1 mmol, 0.021 g) was dissolved in EtOH (500 µl), then it was added to the frst solution. This mixture was treated under ultrasonic for 30 min at room temperature; after that, it was incubated for 30 min at room temperature. The second method was done by incubation, where $\mathrm { C u } ( \mathrm { N O } _ { 3 } ) _ { 2 } . 3 \mathrm { H } _ { 2 } \mathrm { O }$ (0.1 mmol, 0.024g) was dissolved in 200 µl potassium phosphate bufer pH 8.5, then 20...",[],[],,,
