priority,item_kind,document_id,source_pdf,pdf_path,page_start_1based,page_end_1based,citation,record_type,evidence_id,source_id,table_id,row_index,section,candidate_source,confidence,quality_flags,qa_flags,qa_status,review_reasons,suggested_action,review_task,evidence_span,text_preview,extracted_json,metrics_json,student_decision,corrected_record_type,corrected_evidence_span,corrected_extracted_json,corrected_metrics_json,reject_reason,reviewer,review_notes,curation_accept_command,curation_reject_command,curation_edit_command_template
P1,evidence_record,A25,A25.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A25.pdf,12,12,A25.pdf:p12,table_comparison_row,ev_6bbd43af00737ed9,A25_p11_t181,A25_p11_t181,4,3.4. Catalytic performance of the immobilized lipases in the conversion of high-value oil,table_record,low,missing_enzyme_cell,,,upstream_quality_flags,edit_or_reject,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,: CalB@Meso-MIL-88A; $K _ { \mathbf { m } }$ M: 0.30; $\pmb { V _ { \mathrm { m a x } } }$ $\mathbf { \mu } \mathbf { M } \mathbf { m i n } ^ { - 1 }$: 8.85; $\pmb { K } _ { \mathbf { c a t } }$ $\mu \mathrm { m i n } ^ { - 1 }$: 29.55; $K _ { \mathrm { { c a t } } } / K _ { \mathrm { { m } } }$ $\mathbf { \mu } \mathbf { M } ^ { - 1 } \mathbf { m } \mathbf { i n } ^ { - 1 }$: 98.65,: CalB@Meso-MIL-88A; $K _ { \mathbf { m } }$ M: 0.30; $\pmb { V _ { \mathrm { m a x } } }$ $\mathbf { \mu } \mathbf { M } \mathbf { m i n } ^ { - 1 }$: 8.85; $\pmb { K } _ { \mathbf { c a t } }$ $\mu \mathrm { m i n } ^ { - 1 }$: 29.55; $K _ { \mathrm { { c a t } } } / K _ { \mathrm { { m } } }$ $\mathbf { \mu } \mathbf { M } ^ { - 1 } \mathbf { m } \mathbf { i n } ^ { - 1 }$: 98.65,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":4,""substrate"":null,""table_id"":""A25_p11_t181""}",[],,,,,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_6bbd43af00737ed9 --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_6bbd43af00737ed9 --action reject --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_6bbd43af00737ed9 --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json"
P1,evidence_record,A25,A25.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A25.pdf,12,12,A25.pdf:p12,table_comparison_row,ev_9b7095a71935c14f,A25_p11_t181,A25_p11_t181,1,3.4. Catalytic performance of the immobilized lipases in the conversion of high-value oil,table_record,low,missing_enzyme_cell,,,upstream_quality_flags,edit_or_reject,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,: Free ET 2.0; $K _ { \mathbf { m } }$ M: 2.90; $\pmb { V _ { \mathrm { m a x } } }$ $\mathbf { \mu } \mathbf { M } \mathbf { m i n } ^ { - 1 }$: 159.74; $\pmb { K } _ { \mathbf { c a t } }$ $\mu \mathrm { m i n } ^ { - 1 }$: 55.07; $K _ { \mathrm { { c a t } } } / K _ { \mathrm { { m } } }$ $\mathbf { \mu } \mathbf { M } ^ { - 1 } \mathbf { m } \mathbf { i n } ^ { - 1 }$: 18.98,: Free ET 2.0; $K _ { \mathbf { m } }$ M: 2.90; $\pmb { V _ { \mathrm { m a x } } }$ $\mathbf { \mu } \mathbf { M } \mathbf { m i n } ^ { - 1 }$: 159.74; $\pmb { K } _ { \mathbf { c a t } }$ $\mu \mathrm { m i n } ^ { - 1 }$: 55.07; $K _ { \mathrm { { c a t } } } / K _ { \mathrm { { m } } }$ $\mathbf { \mu } \mathbf { M } ^ { - 1 } \mathbf { m } \mathbf { i n } ^ { - 1 }$: 18.98,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":1,""substrate"":null,""table_id"":""A25_p11_t181""}",[],,,,,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_9b7095a71935c14f --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_9b7095a71935c14f --action reject --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_9b7095a71935c14f --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json"
P1,evidence_record,A25,A25.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A25.pdf,12,12,A25.pdf:p12,table_comparison_row,ev_d3fe93cf4b4a8a3b,A25_p11_t181,A25_p11_t181,3,3.4. Catalytic performance of the immobilized lipases in the conversion of high-value oil,table_record,low,missing_enzyme_cell,,,upstream_quality_flags,edit_or_reject,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,: Free CalB; $K _ { \mathbf { m } }$ M: 0.99; $\pmb { V _ { \mathrm { m a x } } }$ $\mathbf { \mu } \mathbf { M } \mathbf { m i n } ^ { - 1 }$: 58.79; $\pmb { K } _ { \mathbf { c a t } }$ $\mu \mathrm { m i n } ^ { - 1 }$: 59.67; $K _ { \mathrm { { c a t } } } / K _ { \mathrm { { m } } }$ $\mathbf { \mu } \mathbf { M } ^ { - 1 } \mathbf { m } \mathbf { i n } ^ { - 1 }$: 60.56,: Free CalB; $K _ { \mathbf { m } }$ M: 0.99; $\pmb { V _ { \mathrm { m a x } } }$ $\mathbf { \mu } \mathbf { M } \mathbf { m i n } ^ { - 1 }$: 58.79; $\pmb { K } _ { \mathbf { c a t } }$ $\mu \mathrm { m i n } ^ { - 1 }$: 59.67; $K _ { \mathrm { { c a t } } } / K _ { \mathrm { { m } } }$ $\mathbf { \mu } \mathbf { M } ^ { - 1 } \mathbf { m } \mathbf { i n } ^ { - 1 }$: 60.56,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":3,""substrate"":null,""table_id"":""A25_p11_t181""}",[],,,,,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_d3fe93cf4b4a8a3b --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_d3fe93cf4b4a8a3b --action reject --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_d3fe93cf4b4a8a3b --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json"
P1,evidence_record,A25,A25.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A25.pdf,9,9,A25.pdf:p9,table_comparison_row,ev_009ea41112ec6ce5,A25_p8_t148,A25_p8_t148,4,3.3. The performance of immobilized lipases on C-MIL-88A and Meso-MIL-88A,table_record,low,missing_enzyme_cell,,,upstream_quality_flags,edit_or_reject,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,Langmuir: C-MIL-88A; qm mg/g: $3 . 6 9 \times 1 0 ^ { - 5 }$; $\pmb { q _ { \mathrm { e } } }$ mg/g: 0.213; $\pmb { K } _ { \mathbf { L } }$: 0.807,Langmuir: C-MIL-88A; qm mg/g: $3 . 6 9 \times 1 0 ^ { - 5 }$; $\pmb { q _ { \mathrm { e } } }$ mg/g: 0.213; $\pmb { K } _ { \mathbf { L } }$: 0.807,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":4,""substrate"":null,""table_id"":""A25_p8_t148""}",[],,,,,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_009ea41112ec6ce5 --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_009ea41112ec6ce5 --action reject --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_009ea41112ec6ce5 --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json"
P1,evidence_record,A25,A25.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A25.pdf,9,9,A25.pdf:p9,table_comparison_row,ev_0cb081180a7887b1,A25_p8_t148,A25_p8_t148,1,3.3. The performance of immobilized lipases on C-MIL-88A and Meso-MIL-88A,table_record,low,missing_enzyme_cell,,,upstream_quality_flags,edit_or_reject,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,Langmuir: C-MIL-88A; qm mg/g: 53.2; $\pmb { q _ { \mathrm { e } } }$ mg/g: 54.7; $\pmb { K } _ { \mathbf { L } }$: L/mg $1 . 2 4 \times 1 0 ^ { - 1 }$; R2: 0.934,Langmuir: C-MIL-88A; qm mg/g: 53.2; $\pmb { q _ { \mathrm { e } } }$ mg/g: 54.7; $\pmb { K } _ { \mathbf { L } }$: L/mg $1 . 2 4 \times 1 0 ^ { - 1 }$; R2: 0.934,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":1,""substrate"":null,""table_id"":""A25_p8_t148""}",[],,,,,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_0cb081180a7887b1 --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_0cb081180a7887b1 --action reject --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_0cb081180a7887b1 --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json"
P1,evidence_record,A25,A25.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A25.pdf,9,9,A25.pdf:p9,table_comparison_row,ev_3200c3f27019942f,A25_p8_t148,A25_p8_t148,2,3.3. The performance of immobilized lipases on C-MIL-88A and Meso-MIL-88A,table_record,low,missing_enzyme_cell,,,upstream_quality_flags,edit_or_reject,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,Langmuir: Meso-MIL-88A; qm mg/g: 122.0; $\pmb { q _ { \mathrm { e } } }$ mg/g: 116.4; $\pmb { K } _ { \mathbf { L } }$: $8 . 5 7 \times 1 0 ^ { - 3 }$; R2: 0.994,Langmuir: Meso-MIL-88A; qm mg/g: 122.0; $\pmb { q _ { \mathrm { e } } }$ mg/g: 116.4; $\pmb { K } _ { \mathbf { L } }$: $8 . 5 7 \times 1 0 ^ { - 3 }$; R2: 0.994,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":2,""substrate"":null,""table_id"":""A25_p8_t148""}",[],,,,,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_3200c3f27019942f --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_3200c3f27019942f --action reject --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_3200c3f27019942f --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json"
P1,evidence_record,A25,A25.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A25.pdf,9,9,A25.pdf:p9,table_comparison_row,ev_48dfa8398ffb9734,A25_p8_t148,A25_p8_t148,5,3.3. The performance of immobilized lipases on C-MIL-88A and Meso-MIL-88A,table_record,low,missing_enzyme_cell,,,upstream_quality_flags,edit_or_reject,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,Langmuir: Meso-MIL-88A; qm mg/g: $1 . 6 8 \times 1 0 ^ { - 2 }$; $\pmb { q _ { \mathrm { e } } }$ mg/g: 0.360; $\pmb { K } _ { \mathbf { L } }$: 0.878,Langmuir: Meso-MIL-88A; qm mg/g: $1 . 6 8 \times 1 0 ^ { - 2 }$; $\pmb { q _ { \mathrm { e } } }$ mg/g: 0.360; $\pmb { K } _ { \mathbf { L } }$: 0.878,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":5,""substrate"":null,""table_id"":""A25_p8_t148""}",[],,,,,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_48dfa8398ffb9734 --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_48dfa8398ffb9734 --action reject --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_48dfa8398ffb9734 --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json"
P1,evidence_record,A25,A25.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A25.pdf,9,9,A25.pdf:p9,table_comparison_row,ev_cf2358b090dc431f,A25_p8_t148,A25_p8_t148,3,3.3. The performance of immobilized lipases on C-MIL-88A and Meso-MIL-88A,table_record,low,missing_enzyme_cell,,,upstream_quality_flags,edit_or_reject,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,Langmuir: Freundlich; qm mg/g: KF; $\pmb { q _ { \mathrm { e } } }$ mg/g: n; $\pmb { K } _ { \mathbf { L } }$: 2}$,Langmuir: Freundlich; qm mg/g: KF; $\pmb { q _ { \mathrm { e } } }$ mg/g: n; $\pmb { K } _ { \mathbf { L } }$: 2}$,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":3,""substrate"":null,""table_id"":""A25_p8_t148""}",[],,,,,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_cf2358b090dc431f --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_cf2358b090dc431f --action reject --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A25 --evidence-id ev_cf2358b090dc431f --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json"
P1,evidence_record,A26,A26.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A26.pdf,3,3,A26.pdf:p3,table_comparison_row,ev_800d6d9fbf18dc80,A26_p2_t39,A26_p2_t39,5,2.1. Materials,table_record,low,missing_enzyme_cell,,,upstream_quality_flags,edit_or_reject,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,Entry: 4; Compound: 4a; Reagent/Catalyst (condition): a few drops of DMF; One-pot: No; Yield (%): 82; Ref.: [76],Entry: 4; Compound: 4a; Reagent/Catalyst (condition): a few drops of DMF; One-pot: No; Yield (%): 82; Ref.: [76],"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":5,""substrate"":null,""table_id"":""A26_p2_t39""}","[{""name"":""biodiesel_yield"",""raw"":""82"",""unit"":""%"",""value"":82.0}]",,,,,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_800d6d9fbf18dc80 --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_800d6d9fbf18dc80 --action reject --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_800d6d9fbf18dc80 --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json"
P1,evidence_record,A26,A26.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A26.pdf,3,3,A26.pdf:p3,table_comparison_row,ev_99cb5f1250759986,A26_p2_t39,A26_p2_t39,2,2.1. Materials,table_record,low,missing_enzyme_cell,,,upstream_quality_flags,edit_or_reject,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,Entry: 2; Compound: 4a; Reagent/Catalyst (condition): AcOH (reflux); One-pot: No; Yield (%): 61; Ref.: [72],Entry: 2; Compound: 4a; Reagent/Catalyst (condition): AcOH (reflux); One-pot: No; Yield (%): 61; Ref.: [72],"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":2,""substrate"":null,""table_id"":""A26_p2_t39""}","[{""name"":""biodiesel_yield"",""raw"":""61"",""unit"":""%"",""value"":61.0}]",,,,,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_99cb5f1250759986 --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_99cb5f1250759986 --action reject --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_99cb5f1250759986 --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json"
P1,evidence_record,A26,A26.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A26.pdf,3,3,A26.pdf:p3,table_comparison_row,ev_9d494945d95ac3e6,A26_p2_t39,A26_p2_t39,3,2.1. Materials,table_record,low,missing_enzyme_cell,,,upstream_quality_flags,edit_or_reject,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,Entry: 3; Compound: 4a; Reagent/Catalyst (condition): $\mathrm { T C C A ^ { 1 } } / p { \cdot } \mathrm { T S A ^ { 2 } }$; One-pot: Yes; Yield (%): 84; Ref.: [75],Entry: 3; Compound: 4a; Reagent/Catalyst (condition): $\mathrm { T C C A ^ { 1 } } / p { \cdot } \mathrm { T S A ^ { 2 } }$; One-pot: Yes; Yield (%): 84; Ref.: [75],"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":3,""substrate"":null,""table_id"":""A26_p2_t39""}","[{""name"":""biodiesel_yield"",""raw"":""84"",""unit"":""%"",""value"":84.0}]",,,,,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_9d494945d95ac3e6 --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_9d494945d95ac3e6 --action reject --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_9d494945d95ac3e6 --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json"
P1,evidence_record,A26,A26.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A26.pdf,3,3,A26.pdf:p3,table_comparison_row,ev_bc9b2809e56ff413,A26_p2_t39,A26_p2_t39,1,2.1. Materials,table_record,low,missing_enzyme_cell,,,upstream_quality_flags,edit_or_reject,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,Entry: 1; Compound: 4a; Reagent/Catalyst (condition): $\Nu \mathrm { a H C O _ { 3 } / K _ { 2 } C O _ { 3 } \ ( r e f l u x ) }$; One-pot: No; Yield (%): 72; Ref.: [74],Entry: 1; Compound: 4a; Reagent/Catalyst (condition): $\Nu \mathrm { a H C O _ { 3 } / K _ { 2 } C O _ { 3 } \ ( r e f l u x ) }$; One-pot: No; Yield (%): 72; Ref.: [74],"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":1,""substrate"":null,""table_id"":""A26_p2_t39""}","[{""name"":""biodiesel_yield"",""raw"":""72"",""unit"":""%"",""value"":72.0}]",,,,,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_bc9b2809e56ff413 --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_bc9b2809e56ff413 --action reject --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_bc9b2809e56ff413 --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json"
P1,evidence_record,A26,A26.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A26.pdf,3,3,A26.pdf:p3,table_comparison_row,ev_ece10aa8f80576fd,A26_p2_t39,A26_p2_t39,4,2.1. Materials,table_record,low,missing_enzyme_cell,,,upstream_quality_flags,edit_or_reject,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,Reagent/Catalyst (condition): K2CO3 (ball-milling),Reagent/Catalyst (condition): K2CO3 (ball-milling),"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":4,""substrate"":null,""table_id"":""A26_p2_t39""}",[],,,,,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_ece10aa8f80576fd --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_ece10aa8f80576fd --action reject --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_ece10aa8f80576fd --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json"
P1,evidence_record,A26,A26.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A26.pdf,3,3,A26.pdf:p3,table_comparison_row,ev_f9d9cb7e68adfe3b,A26_p2_t39,A26_p2_t39,6,2.1. Materials,table_record,low,missing_enzyme_cell,,,upstream_quality_flags,edit_or_reject,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,Entry: 5; Compound: 4a; Reagent/Catalyst (condition): CuONPs/TiO23 (RT); One-pot: Yes; Yield (%): 98; Ref.: [73],Entry: 5; Compound: 4a; Reagent/Catalyst (condition): CuONPs/TiO23 (RT); One-pot: Yes; Yield (%): 98; Ref.: [73],"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":6,""substrate"":null,""table_id"":""A26_p2_t39""}","[{""name"":""biodiesel_yield"",""raw"":""98"",""unit"":""%"",""value"":98.0}]",,,,,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_f9d9cb7e68adfe3b --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_f9d9cb7e68adfe3b --action reject --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_f9d9cb7e68adfe3b --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json"
P1,evidence_record,A26,A26.pdf,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A26.pdf,8,8,A26.pdf:p8,table_comparison_row,ev_203981b66b0b7166,A26_p7_t135,A26_p7_t135,9,3.5. Thiazole synthesis,table_record,low,missing_enzyme_cell,,,upstream_quality_flags,edit_or_reject,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,Entry: 9; Solvent: $\mathrm { H } _ { 2 } \mathrm { O }$; Temperature (): 25; Time (min): 90; mg of catalyst: 10; Catalyst: TLL@MMI; Yield (%): 83,Entry: 9; Solvent: $\mathrm { H } _ { 2 } \mathrm { O }$; Temperature (): 25; Time (min): 90; mg of catalyst: 10; Catalyst: TLL@MMI; Yield (%): 83,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":9,""substrate"":null,""table_id"":""A26_p7_t135""}","[{""name"":""biodiesel_yield"",""raw"":""83"",""unit"":""%"",""value"":83.0}]",,,,,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_203981b66b0b7166 --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_203981b66b0b7166 --action reject --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A26 --evidence-id ev_203981b66b0b7166 --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json"
