candidate_source,citation,columns_json,confidence,corrected_evidence_span,corrected_extracted_json,corrected_metrics_json,corrected_record_type,curation_accept_command,curation_edit_command_template,curation_reject_command,document_id,evidence_id,evidence_span,extracted_json,item_kind,metrics_json,page_end_1based,page_start_1based,pdf_path,priority,qa_flags,qa_status,quality_flags,record_type,reject_reason,review_notes,review_reasons,review_task,reviewer,row_index,rows_preview_json,section,source_id,source_pdf,student_decision,suggested_action,table_id,text_preview
table_record,A30.pdf:p13,,low,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_66e87855003b9f43 --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_66e87855003b9f43 --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_66e87855003b9f43 --action reject --reviewer <reviewer> --reason ""<reason>""",A30,ev_66e87855003b9f43,Enzyme sources: Pancreatic Lipase Porcine; MOF: Fe3O4@MOF; Flavor ester: acetate Isoamyl; Yield (%): 73.79; Ref.: [110],"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":3,""substrate"":null,""table_id"":""A30_p12_t229""}",evidence_record,"[{""name"":""biodiesel_yield"",""raw"":""73.79"",""unit"":""%"",""value"":73.79}]",13,13,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A30.pdf,P1,,,missing_enzyme_cell,table_comparison_row,,,upstream_quality_flags,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,,3,,3.4. Synthesis of butyl acetate,A30_p12_t229,A30.pdf,,edit_or_reject,A30_p12_t229,Enzyme sources: Pancreatic Lipase Porcine; MOF: Fe3O4@MOF; Flavor ester: acetate Isoamyl; Yield (%): 73.79; Ref.: [110]
table_record,A30.pdf:p13,,low,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_b3f0a54c73d6791a --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_b3f0a54c73d6791a --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_b3f0a54c73d6791a --action reject --reviewer <reviewer> --reason ""<reason>""",A30,ev_b3f0a54c73d6791a,Enzyme sources: Pancreatic Lipase; MOF: ZIF-90; Flavor ester: butyrate,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":4,""substrate"":null,""table_id"":""A30_p12_t229""}",evidence_record,[],13,13,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A30.pdf,P1,,,missing_enzyme_cell,table_comparison_row,,,upstream_quality_flags,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,,4,,3.4. Synthesis of butyl acetate,A30_p12_t229,A30.pdf,,edit_or_reject,A30_p12_t229,Enzyme sources: Pancreatic Lipase; MOF: ZIF-90; Flavor ester: butyrate
table_record,A30.pdf:p13,,low,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_b8c1eaf083397aaa --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_b8c1eaf083397aaa --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_b8c1eaf083397aaa --action reject --reviewer <reviewer> --reason ""<reason>""",A30,ev_b8c1eaf083397aaa,Enzyme sources: Porcine Pancreatic Lipase; MOF: ZIF-67; Flavor ester: Butyle acetate; Yield (%): 85.5; Ref.: Present study,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":5,""substrate"":null,""table_id"":""A30_p12_t229""}",evidence_record,"[{""name"":""biodiesel_yield"",""raw"":""85.5"",""unit"":""%"",""value"":85.5}]",13,13,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A30.pdf,P1,,,missing_enzyme_cell,table_comparison_row,,,upstream_quality_flags,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,,5,,3.4. Synthesis of butyl acetate,A30_p12_t229,A30.pdf,,edit_or_reject,A30_p12_t229,Enzyme sources: Porcine Pancreatic Lipase; MOF: ZIF-67; Flavor ester: Butyle acetate; Yield (%): 85.5; Ref.: Present study
table_record,A30.pdf:p13,,low,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_b93cd6dedb9db72c --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_b93cd6dedb9db72c --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_b93cd6dedb9db72c --action reject --reviewer <reviewer> --reason ""<reason>""",A30,ev_b93cd6dedb9db72c,"Enzyme sources: Lipase Porcine; MOF: Fe3O4@MOF, ILs/; Flavor ester: Isoamyl; Yield (%): 75.1; Ref.: [139]","{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":2,""substrate"":null,""table_id"":""A30_p12_t229""}",evidence_record,"[{""name"":""biodiesel_yield"",""raw"":""75.1"",""unit"":""%"",""value"":75.1}]",13,13,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A30.pdf,P1,,,missing_enzyme_cell,table_comparison_row,,,upstream_quality_flags,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,,2,,3.4. Synthesis of butyl acetate,A30_p12_t229,A30.pdf,,edit_or_reject,A30_p12_t229,"Enzyme sources: Lipase Porcine; MOF: Fe3O4@MOF, ILs/; Flavor ester: Isoamyl; Yield (%): 75.1; Ref.: [139]"
table_record,A30.pdf:p7,,low,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_0018c68f04171474 --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_0018c68f04171474 --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_0018c68f04171474 --action reject --reviewer <reviewer> --reason ""<reason>""",A30,ev_0018c68f04171474,Temperature (): 50; Kd $( \mathrm { m i n } ^ { - 1 } )$: 0.0035; $\mathbf { t } _ { 1 / 2 }$ (min): 198.04; D-value (min): 657.8,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":8,""substrate"":null,""table_id"":""A30_p6_t130""}",evidence_record,[],7,7,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A30.pdf,P1,,,missing_enzyme_cell,table_comparison_row,,,upstream_quality_flags,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,,8,,3.3.1. Effect of temperature on the enzyme activity,A30_p6_t130,A30.pdf,,edit_or_reject,A30_p6_t130,Temperature (): 50; Kd $( \mathrm { m i n } ^ { - 1 } )$: 0.0035; $\mathbf { t } _ { 1 / 2 }$ (min): 198.04; D-value (min): 657.8
table_record,A30.pdf:p7,,low,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_162205147ecd390c --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_162205147ecd390c --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_162205147ecd390c --action reject --reviewer <reviewer> --reason ""<reason>""",A30,ev_162205147ecd390c,: 40; Ed (KJ $\mathrm { m o l ^ { - 1 } } )$: 26.74; $\Delta \mathrm { H } ^ { \circ } ) \mathrm { K J }$ $\mathrm { m o l ^ { - 1 } } )$: 91.46; $\Delta \mathrm { G } ^ { \circ } \ \mathrm { ( K J }$ $\mathrm { m o l ^ { - 1 } } )$: −206.6,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":2,""substrate"":null,""table_id"":""A30_p6_t137""}",evidence_record,[],7,7,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A30.pdf,P1,,,missing_enzyme_cell,table_comparison_row,,,upstream_quality_flags,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,,2,,3.3.2. Thermal inactivation of the different enzyme formulations at diverse temperatures,A30_p6_t137,A30.pdf,,edit_or_reject,A30_p6_t137,: 40; Ed (KJ $\mathrm { m o l ^ { - 1 } } )$: 26.74; $\Delta \mathrm { H } ^ { \circ } ) \mathrm { K J }$ $\mathrm { m o l ^ { - 1 } } )$: 91.46; $\Delta \mathrm { G } ^ { \circ } \ \mathrm { ( K J }$ $\mathrm { m o l ^ { - 1 } } )$: −206.6
table_record,A30.pdf:p7,,low,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_1ee16608f05d4966 --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_1ee16608f05d4966 --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_1ee16608f05d4966 --action reject --reviewer <reviewer> --reason ""<reason>""",A30,ev_1ee16608f05d4966,: Free Enzyme; Temperature (): 30; Kd $( \mathrm { m i n } ^ { - 1 } )$: 0.0027; $\mathbf { t } _ { 1 / 2 }$ (min): 256.7; D-value (min): 852.8; Z-value (: 67.11,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":1,""substrate"":null,""table_id"":""A30_p6_t130""}",evidence_record,[],7,7,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A30.pdf,P1,,,missing_enzyme_cell,table_comparison_row,,,upstream_quality_flags,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,,1,,3.3.1. Effect of temperature on the enzyme activity,A30_p6_t130,A30.pdf,,edit_or_reject,A30_p6_t130,: Free Enzyme; Temperature (): 30; Kd $( \mathrm { m i n } ^ { - 1 } )$: 0.0027; $\mathbf { t } _ { 1 / 2 }$ (min): 256.7; D-value (min): 852.8; Z-value (: 67.11
table_record,A30.pdf:p7,,low,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_1fecacfa90e1b5d5 --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_1fecacfa90e1b5d5 --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_1fecacfa90e1b5d5 --action reject --reviewer <reviewer> --reason ""<reason>""",A30,ev_1fecacfa90e1b5d5,: 50; Ed (KJ $\mathrm { m o l ^ { - 1 } } )$: 59.35; $\Delta \mathrm { H } ^ { \circ } ) \mathrm { K J }$ $\mathrm { m o l ^ { - 1 } } )$: 94.55 96.06; $\Delta \mathrm { G } ^ { \circ } \ \mathrm { ( K J }$ $\mathrm { m o l ^ { - 1 } } )$: −108.6,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":8,""substrate"":null,""table_id"":""A30_p6_t137""}",evidence_record,[],7,7,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A30.pdf,P1,,,missing_enzyme_cell,table_comparison_row,,,upstream_quality_flags,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,,8,,3.3.2. Thermal inactivation of the different enzyme formulations at diverse temperatures,A30_p6_t137,A30.pdf,,edit_or_reject,A30_p6_t137,: 50; Ed (KJ $\mathrm { m o l ^ { - 1 } } )$: 59.35; $\Delta \mathrm { H } ^ { \circ } ) \mathrm { K J }$ $\mathrm { m o l ^ { - 1 } } )$: 94.55 96.06; $\Delta \mathrm { G } ^ { \circ } \ \mathrm { ( K J }$ $\mathrm { m o l ^ { - 1 } } )$: −108.6
table_record,A30.pdf:p7,,low,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_22f919fd2db6f36c --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_22f919fd2db6f36c --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_22f919fd2db6f36c --action reject --reviewer <reviewer> --reason ""<reason>""",A30,ev_22f919fd2db6f36c,: Enzyme; Temperature (): 40; Kd $( \mathrm { m i n } ^ { - 1 } )$: 0.0018; $\mathbf { t } _ { 1 / 2 }$ (min): 385.08; D-value (min): 1279.2,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":7,""substrate"":null,""table_id"":""A30_p6_t130""}",evidence_record,[],7,7,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A30.pdf,P1,,,missing_enzyme_cell,table_comparison_row,,,upstream_quality_flags,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,,7,,3.3.1. Effect of temperature on the enzyme activity,A30_p6_t130,A30.pdf,,edit_or_reject,A30_p6_t130,: Enzyme; Temperature (): 40; Kd $( \mathrm { m i n } ^ { - 1 } )$: 0.0018; $\mathbf { t } _ { 1 / 2 }$ (min): 385.08; D-value (min): 1279.2
table_record,A30.pdf:p7,,low,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_2ced1f6cd231497c --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_2ced1f6cd231497c --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_2ced1f6cd231497c --action reject --reviewer <reviewer> --reason ""<reason>""",A30,ev_2ced1f6cd231497c,: Free enzyme; Temperature (): 30; Ed (KJ $\mathrm { m o l ^ { - 1 } } )$: 29.347; $\Delta \mathrm { H } ^ { \circ } ) \mathrm { K J }$ $\mathrm { m o l ^ { - 1 } } )$: 26.82; $\Delta \mathrm { G } ^ { \circ } \ \mathrm { ( K J }$ $\mathrm { m o l ^ { - 1 } } )$: 89.19; $\Delta { \cal S } ^ { \circ }$ (J $\mathrm { m o l } ^ { - 1 } /$ K): -205.7,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":1,""substrate"":null,""table_id"":""A30_p6_t137""}",evidence_record,[],7,7,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A30.pdf,P1,,,missing_enzyme_cell,table_comparison_row,,,upstream_quality_flags,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,,1,,3.3.2. Thermal inactivation of the different enzyme formulations at diverse temperatures,A30_p6_t137,A30.pdf,,edit_or_reject,A30_p6_t137,: Free enzyme; Temperature (): 30; Ed (KJ $\mathrm { m o l ^ { - 1 } } )$: 29.347; $\Delta \mathrm { H } ^ { \circ } ) \mathrm { K J }$ $\mathrm { m o l ^ { - 1 } } )$: 26.82; $\Delta \mathrm { G } ^ { \circ } \ \mathrm { ( K J }$ $\mathrm { m o l ^ { - 1 } } )$: 89.19; $\Delta { \cal S } ^ { \circ }$ (J $\mathrm { m o l } ^ { - 1 } /$ K): -205.7
table_record,A30.pdf:p7,,low,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_2dda9b904fc62a43 --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_2dda9b904fc62a43 --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_2dda9b904fc62a43 --action reject --reviewer <reviewer> --reason ""<reason>""",A30,ev_2dda9b904fc62a43,: 60; Ed (KJ $\mathrm { m o l ^ { - 1 } } )$: 26.57; $\Delta \mathrm { H } ^ { \circ } ) \mathrm { K J }$ $\mathrm { m o l ^ { - 1 } } )$: 95.88; $\Delta \mathrm { G } ^ { \circ } \ \mathrm { ( K J }$ $\mathrm { m o l ^ { - 1 } } )$: −208.04,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":4,""substrate"":null,""table_id"":""A30_p6_t137""}",evidence_record,[],7,7,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A30.pdf,P1,,,missing_enzyme_cell,table_comparison_row,,,upstream_quality_flags,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,,4,,3.3.2. Thermal inactivation of the different enzyme formulations at diverse temperatures,A30_p6_t137,A30.pdf,,edit_or_reject,A30_p6_t137,: 60; Ed (KJ $\mathrm { m o l ^ { - 1 } } )$: 26.57; $\Delta \mathrm { H } ^ { \circ } ) \mathrm { K J }$ $\mathrm { m o l ^ { - 1 } } )$: 95.88; $\Delta \mathrm { G } ^ { \circ } \ \mathrm { ( K J }$ $\mathrm { m o l ^ { - 1 } } )$: −208.04
table_record,A30.pdf:p7,,low,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_3ab4c5c5a444df21 --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_3ab4c5c5a444df21 --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_3ab4c5c5a444df21 --action reject --reviewer <reviewer> --reason ""<reason>""",A30,ev_3ab4c5c5a444df21,: 70; $\Delta \mathrm { G } ^ { \circ } \ \mathrm { ( K J }$ $\mathrm { m o l ^ { - 1 } } )$: −111.8,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":10,""substrate"":null,""table_id"":""A30_p6_t137""}",evidence_record,[],7,7,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A30.pdf,P1,,,missing_enzyme_cell,table_comparison_row,,,upstream_quality_flags,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,,10,,3.3.2. Thermal inactivation of the different enzyme formulations at diverse temperatures,A30_p6_t137,A30.pdf,,edit_or_reject,A30_p6_t137,: 70; $\Delta \mathrm { G } ^ { \circ } \ \mathrm { ( K J }$ $\mathrm { m o l ^ { - 1 } } )$: −111.8
table_record,A30.pdf:p7,,low,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_41ea842c1448b469 --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_41ea842c1448b469 --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_41ea842c1448b469 --action reject --reviewer <reviewer> --reason ""<reason>""",A30,ev_41ea842c1448b469,Temperature (): 60; Kd $( \mathrm { m i n } ^ { - 1 } )$: 0.0064; $\mathbf { t } _ { 1 / 2 }$ (min): 108.3; D-value (min): 359.7,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":4,""substrate"":null,""table_id"":""A30_p6_t130""}",evidence_record,[],7,7,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A30.pdf,P1,,,missing_enzyme_cell,table_comparison_row,,,upstream_quality_flags,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,,4,,3.3.1. Effect of temperature on the enzyme activity,A30_p6_t130,A30.pdf,,edit_or_reject,A30_p6_t130,Temperature (): 60; Kd $( \mathrm { m i n } ^ { - 1 } )$: 0.0064; $\mathbf { t } _ { 1 / 2 }$ (min): 108.3; D-value (min): 359.7
table_record,A30.pdf:p7,,low,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_516b3ca8ac2df4b7 --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_516b3ca8ac2df4b7 --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_516b3ca8ac2df4b7 --action reject --reviewer <reviewer> --reason ""<reason>""",A30,ev_516b3ca8ac2df4b7,: Immobilized; Temperature (): 30; Kd $( \mathrm { m i n } ^ { - 1 } )$: 0.0005; $\mathbf { t } _ { 1 / 2 }$ (min): 1386.2; D-value (min): 4605.1; Z-value (: 32.25,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":6,""substrate"":null,""table_id"":""A30_p6_t130""}",evidence_record,[],7,7,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A30.pdf,P1,,,missing_enzyme_cell,table_comparison_row,,,upstream_quality_flags,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,,6,,3.3.1. Effect of temperature on the enzyme activity,A30_p6_t130,A30.pdf,,edit_or_reject,A30_p6_t130,: Immobilized; Temperature (): 30; Kd $( \mathrm { m i n } ^ { - 1 } )$: 0.0005; $\mathbf { t } _ { 1 / 2 }$ (min): 1386.2; D-value (min): 4605.1; Z-value (: 32.25
table_record,A30.pdf:p7,,low,,,,,"PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_56e0b94ed79ee221 --action accept --reviewer <reviewer> --reason ""<reason>""","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_56e0b94ed79ee221 --action edit --reviewer <reviewer> --reason ""<reason>"" --edit-file reports/manual_review_260525/manual_edit_template.json","PYTHONPATH=src .venv/bin/python scripts/curate_evidence.py --artifact-root artifacts --document-id A30 --evidence-id ev_56e0b94ed79ee221 --action reject --reviewer <reviewer> --reason ""<reason>""",A30,ev_56e0b94ed79ee221,: 40; Ed (KJ $\mathrm { m o l ^ { - 1 } } )$: 59.52 59.44; $\Delta \mathrm { H } ^ { \circ } ) \mathrm { K J }$ $\mathrm { m o l ^ { - 1 } } )$: 93.27; $\Delta \mathrm { G } ^ { \circ } \ \mathrm { ( K J }$ $\mathrm { m o l ^ { - 1 } } )$: -107.7,"{""acyl_acceptor"":null,""enzyme_name"":null,""operating_conditions"":null,""reaction_system"":null,""reference"":null,""row_index"":7,""substrate"":null,""table_id"":""A30_p6_t137""}",evidence_record,[],7,7,/Users/way/Desktop/99-生机大模型/MOF固定化脂肪酶文献调研/A30.pdf,P1,,,missing_enzyme_cell,table_comparison_row,,,upstream_quality_flags,回到 PDF 表格确认该行 enzyme 是否能由表头/caption/相邻行唯一确定；能确定则 edit，不能确定则 reject。,,7,,3.3.2. Thermal inactivation of the different enzyme formulations at diverse temperatures,A30_p6_t137,A30.pdf,,edit_or_reject,A30_p6_t137,: 40; Ed (KJ $\mathrm { m o l ^ { - 1 } } )$: 59.52 59.44; $\Delta \mathrm { H } ^ { \circ } ) \mathrm { K J }$ $\mathrm { m o l ^ { - 1 } } )$: 93.27; $\Delta \mathrm { G } ^ { \circ } \ \mathrm { ( K J }$ $\mathrm { m o l ^ { - 1 } } )$: -107.7
